Network,Acc.(%),Time(ms),Gain,Thrshld.T,Exit(%)
B-branchy_dgnet_mutiT(200),67.18000025302172,0.5887815952301025,1.167841519577215,"{0.0001, 0.01, 0.001}","{33.61, 33.51, 4.72, 28.16}"
B-branchy_dgnet_mutiT(200),67.15000026330353,0.5874329328536987,1.170522717431419,"{0.0001, 0.01, 0.005}","{33.61, 33.51, 7.89, 24.99}"
B-branchy_dgnet_mutiT(200),67.08000026665628,0.5871789932250977,1.1710289380346135,"{0.0001, 0.01, 0.01}","{33.61, 33.51, 9.69, 23.19}"
B-branchy_dgnet_mutiT(200),67.0300002963096,0.5918723583221436,1.1617430400396762,"{0.0001, 0.01, 0.05}","{33.61, 33.51, 14.36, 18.52}"
B-branchy_dgnet_mutiT(200),67.02000029839576,0.5846935272216797,1.176006849502753,"{0.0001, 0.01, 0.1}","{33.61, 33.51, 17.14, 15.74}"
B-branchy_dgnet_mutiT(200),66.98000027358532,0.5908801078796387,1.1636939265734823,"{0.0001, 0.01, 0.5}","{33.61, 33.51, 25.6, 7.28}"
B-branchy_dgnet_mutiT(200),67.11000016868115,0.5658865690231324,1.2150908512630059,"{0.0001, 0.01, 0.75}","{33.61, 33.51, 30.32, 2.56}"
B-branchy_dgnet_mutiT(200),67.16000016778708,0.6040088891983033,1.138399790415785,"{0.0001, 0.01, 1.0}","{33.61, 33.51, 31.86, 1.02}"
B-branchy_dgnet_mutiT(200),67.22000018164516,0.44608845710754397,1.541406377854002,"{0.0001, 0.01, 5.0}","{33.61, 33.51, 32.88, 0.0}"
B-branchy_dgnet_mutiT(200),67.22000018164516,0.4424104690551758,1.554220889801919,"{0.0001, 0.01, 10.0}","{33.61, 33.51, 32.88, 0.0}"
B-branchy_dgnet_mutiT(200),67.31000013664364,0.5916060924530029,1.162265909097687,"{0.0001, 0.05, 0.0001}","{33.61, 40.72, 0.74, 24.93}"
B-branchy_dgnet_mutiT(200),67.27000014081598,0.5891244649887084,1.167161837160843,"{0.0001, 0.05, 0.001}","{33.61, 40.72, 2.56, 23.11}"
B-branchy_dgnet_mutiT(200),67.22000018522142,0.5869122266769409,1.1715612004980485,"{0.0001, 0.05, 0.005}","{33.61, 40.72, 4.73, 20.94}"
B-branchy_dgnet_mutiT(200),67.29000019371509,0.5877687931060791,1.169853862500867,"{0.0001, 0.05, 0.01}","{33.61, 40.72, 6.11, 19.56}"
B-branchy_dgnet_mutiT(200),67.25000017695129,0.5870759963989257,1.1712343837770947,"{0.0001, 0.05, 0.05}","{33.61, 40.72, 10.06, 15.61}"
B-branchy_dgnet_mutiT(200),67.31000020220876,0.5898755788803101,1.1656756398998835,"{0.0001, 0.05, 0.1}","{33.61, 40.72, 12.13, 13.54}"
B-branchy_dgnet_mutiT(200),67.22000018902123,0.5850944519042969,1.1752010135025004,"{0.0001, 0.05, 0.5}","{33.61, 40.72, 19.0, 6.67}"
B-branchy_dgnet_mutiT(200),67.01000016763807,0.5564958810806274,1.2355951162430918,"{0.0001, 0.05, 0.75}","{33.61, 40.72, 23.36, 2.31}"
B-branchy_dgnet_mutiT(200),67.1200001397729,0.5053132772445679,1.3607471321989915,"{0.0001, 0.05, 1.0}","{33.61, 40.72, 24.79, 0.88}"
B-branchy_dgnet_mutiT(200),67.2100001208484,0.4514153480529785,1.5232171343716072,"{0.0001, 0.05, 5.0}","{33.61, 40.72, 25.67, 0.0}"
B-branchy_dgnet_mutiT(200),67.2100001208484,0.44880297183990475,1.5320834219384334,"{0.0001, 0.05, 10.0}","{33.61, 40.72, 25.67, 0.0}"
B-branchy_dgnet_mutiT(200),67.31000009775163,0.5883834123611451,1.1686318451999016,"{0.0001, 0.1, 0.0001}","{33.61, 44.81, 0.42, 21.16}"
B-branchy_dgnet_mutiT(200),67.28000010319055,0.5866988658905029,1.171987254192083,"{0.0001, 0.1, 0.001}","{33.61, 44.81, 1.7, 19.88}"
B-branchy_dgnet_mutiT(200),67.30000012859702,0.5933083772659301,1.1589312054571326,"{0.0001, 0.1, 0.005}","{33.61, 44.81, 3.54, 18.04}"
B-branchy_dgnet_mutiT(200),67.30000014610589,0.5871618509292602,1.171063126435066,"{0.0001, 0.1, 0.01}","{33.61, 44.81, 4.73, 16.85}"
B-branchy_dgnet_mutiT(200),67.35000014349818,0.6078353643417359,1.131233279947885,"{0.0001, 0.1, 0.05}","{33.61, 44.81, 7.81, 13.77}"
B-branchy_dgnet_mutiT(200),67.29000014342368,0.6511842012405396,1.0559279410690543,"{0.0001, 0.1, 0.1}","{33.61, 44.81, 9.55, 12.03}"
B-branchy_dgnet_mutiT(200),67.21000011861324,0.5855249404907227,1.174336984341514,"{0.0001, 0.1, 0.5}","{33.61, 44.81, 15.62, 5.96}"
B-branchy_dgnet_mutiT(200),67.10000013023615,0.5554980278015137,1.2378146428240946,"{0.0001, 0.1, 0.75}","{33.61, 44.81, 19.35, 2.23}"
B-branchy_dgnet_mutiT(200),67.12000013686716,0.49754014015197756,1.382006269207919,"{0.0001, 0.1, 1.0}","{33.61, 44.81, 20.77, 0.81}"
B-branchy_dgnet_mutiT(200),67.21000013694167,0.4425209999084473,1.553832683680271,"{0.0001, 0.1, 5.0}","{33.61, 44.81, 21.58, 0.0}"
B-branchy_dgnet_mutiT(200),67.21000013694167,0.4467913866043091,1.5389813087009676,"{0.0001, 0.1, 10.0}","{33.61, 44.81, 21.58, 0.0}"
B-branchy_dgnet_mutiT(200),67.14000034026802,0.597288417816162,1.1512086495610827,"{0.0001, 0.5, 0.0001}","{33.61, 56.41, 0.28, 9.7}"
B-branchy_dgnet_mutiT(200),67.1500003375113,0.5929465532302856,1.1596384010104392,"{0.0001, 0.5, 0.001}","{33.61, 56.41, 0.89, 9.09}"
B-branchy_dgnet_mutiT(200),67.07000033594667,0.5897042512893678,1.166014305254199,"{0.0001, 0.5, 0.005}","{33.61, 56.41, 1.59, 8.39}"
B-branchy_dgnet_mutiT(200),67.0400003324449,0.5865697860717773,1.1722451602518766,"{0.0001, 0.5, 0.01}","{33.61, 56.41, 2.01, 7.97}"
B-branchy_dgnet_mutiT(200),67.080000346452,0.5846412420272827,1.1761120212599234,"{0.0001, 0.5, 0.05}","{33.61, 56.41, 3.53, 6.45}"
B-branchy_dgnet_mutiT(200),67.13000033423305,0.5797475337982178,1.1860397031235004,"{0.0001, 0.5, 0.1}","{33.61, 56.41, 4.43, 5.55}"
B-branchy_dgnet_mutiT(200),66.94000032790005,0.5638603210449219,1.2194573145320493,"{0.0001, 0.5, 0.5}","{33.61, 56.41, 7.18, 2.8}"
B-branchy_dgnet_mutiT(200),67.04000033944844,0.51806960105896,1.327241728654072,"{0.0001, 0.5, 0.75}","{33.61, 56.41, 8.84, 1.14}"
B-branchy_dgnet_mutiT(200),67.02000034585596,0.4840365171432495,1.4205614008852248,"{0.0001, 0.5, 1.0}","{33.61, 56.41, 9.45, 0.53}"
B-branchy_dgnet_mutiT(200),67.03000034570694,0.44553802013397215,1.5433106980765838,"{0.0001, 0.5, 5.0}","{33.61, 56.41, 9.98, 0.0}"
B-branchy_dgnet_mutiT(200),67.03000034570694,0.44615428447723393,1.5411789526537791,"{0.0001, 0.5, 10.0}","{33.61, 56.41, 9.98, 0.0}"
B-branchy_dgnet_mutiT(200),67.02000033423305,0.5700807332992553,1.206151256670645,"{0.0001, 0.75, 0.0001}","{33.61, 62.82, 0.06, 3.51}"
B-branchy_dgnet_mutiT(200),67.000000333637,0.6098060846328736,1.1275774548667927,"{0.0001, 0.75, 0.001}","{33.61, 62.82, 0.21, 3.36}"
B-branchy_dgnet_mutiT(200),67.03000033318996,0.6032910346984863,1.1397543694914531,"{0.0001, 0.75, 0.005}","{33.61, 62.82, 0.5, 3.07}"
B-branchy_dgnet_mutiT(200),67.030000333786,0.5592872858047486,1.2294282568630877,"{0.0001, 0.75, 0.01}","{33.61, 62.82, 0.61, 2.96}"
B-branchy_dgnet_mutiT(200),67.07000033468007,0.5450410366058349,1.2615629772660286,"{0.0001, 0.75, 0.05}","{33.61, 62.82, 1.05, 2.52}"
B-branchy_dgnet_mutiT(200),67.05000033274293,0.5426463842391969,1.2671301474470456,"{0.0001, 0.75, 0.1}","{33.61, 62.82, 1.28, 2.29}"
B-branchy_dgnet_mutiT(200),67.07000033393501,0.5104583978652953,1.347031600906429,"{0.0001, 0.75, 0.5}","{33.61, 62.82, 2.23, 1.34}"
B-branchy_dgnet_mutiT(200),67.08000033631922,0.47757179737091066,1.4397910359404782,"{0.0001, 0.75, 0.75}","{33.61, 62.82, 2.89, 0.68}"
B-branchy_dgnet_mutiT(200),67.09000033855438,0.457705020904541,1.5022854490731625,"{0.0001, 0.75, 1.0}","{33.61, 62.82, 3.23, 0.34}"
B-branchy_dgnet_mutiT(200),67.10000033795833,0.4276173830032349,1.607987935484414,"{0.0001, 0.75, 5.0}","{33.61, 62.82, 3.57, 0.0}"
B-branchy_dgnet_mutiT(200),67.10000033795833,0.4301075220108032,1.5986783715336854,"{0.0001, 0.75, 10.0}","{33.61, 62.82, 3.57, 0.0}"
B-branchy_dgnet_mutiT(200),67.0900003233552,0.4750020503997803,1.447580262640773,"{0.0001, 1.0, 0.0001}","{33.61, 65.09, 0.02, 1.28}"
B-branchy_dgnet_mutiT(200),67.09000032275915,0.470339035987854,1.4619317986831446,"{0.0001, 1.0, 0.001}","{33.61, 65.09, 0.06, 1.24}"
B-branchy_dgnet_mutiT(200),67.08000032186509,0.4676661968231201,1.4702871354473452,"{0.0001, 1.0, 0.005}","{33.61, 65.09, 0.17, 1.13}"
B-branchy_dgnet_mutiT(200),67.09000032186509,0.4701038122177124,1.4626632990463384,"{0.0001, 1.0, 0.01}","{33.61, 65.09, 0.21, 1.09}"
B-branchy_dgnet_mutiT(200),67.09000032156706,0.45364813804626464,1.5157200817222254,"{0.0001, 1.0, 0.05}","{33.61, 65.09, 0.34, 0.96}"
B-branchy_dgnet_mutiT(200),67.09000032186509,0.4533296823501587,1.5167848469747989,"{0.0001, 1.0, 0.1}","{33.61, 65.09, 0.41, 0.89}"
B-branchy_dgnet_mutiT(200),67.14000032275915,0.4216023921966553,1.630929059225757,"{0.0001, 1.0, 0.5}","{33.61, 65.09, 0.89, 0.41}"
B-branchy_dgnet_mutiT(200),67.12000032365322,0.4097375154495239,1.6781562999381403,"{0.0001, 1.0, 0.75}","{33.61, 65.09, 1.05, 0.25}"
B-branchy_dgnet_mutiT(200),67.11000032395124,0.40595905780792235,1.6937757137025282,"{0.0001, 1.0, 1.0}","{33.61, 65.09, 1.13, 0.17}"
B-branchy_dgnet_mutiT(200),67.10000032395125,0.3846994638442993,1.7873786097890578,"{0.0001, 1.0, 5.0}","{33.61, 65.09, 1.3, 0.0}"
B-branchy_dgnet_mutiT(200),67.10000032395125,0.38600609302520755,1.7813283398811963,"{0.0001, 1.0, 10.0}","{33.61, 65.09, 1.3, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.2999701976776123,2.2922396897961494,"{0.0001, 5.0, 0.0001}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.30014700889587403,2.2908893725179875,"{0.0001, 5.0, 0.001}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.308331823348999,2.230076627848839,"{0.0001, 5.0, 0.005}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.37238283157348634,1.8464964938560207,"{0.0001, 5.0, 0.01}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.2996449947357178,2.294727443984423,"{0.0001, 5.0, 0.05}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.30103316307067873,2.2841456597630048,"{0.0001, 5.0, 0.1}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.29817135334014894,2.3060685916671977,"{0.0001, 5.0, 0.5}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.298132061958313,2.3063725127583408,"{0.0001, 5.0, 0.75}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.30073745250701905,2.286391625454669,"{0.0001, 5.0, 1.0}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.3020236253738403,2.2766549869120807,"{0.0001, 5.0, 5.0}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.30340166091918946,2.2663145310063473,"{0.0001, 5.0, 10.0}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.30246844291687014,2.2733068820061977,"{0.0001, 10.0, 0.0001}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.3000221252441406,2.2918429509593254,"{0.0001, 10.0, 0.001}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.2992091417312622,2.2980701354713218,"{0.0001, 10.0, 0.005}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.30039381980895996,2.2890071217507457,"{0.0001, 10.0, 0.01}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.3025809049606323,2.2724619485227637,"{0.0001, 10.0, 0.05}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.30010161399841306,2.2912359041036536,"{0.0001, 10.0, 0.1}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.3011713743209839,2.2830974372079007,"{0.0001, 10.0, 0.5}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.30017502307891847,2.290675572603664,"{0.0001, 10.0, 0.75}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.2983797788619995,2.3044577467517864,"{0.0001, 10.0, 1.0}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.30201773643493657,2.2766993786166245,"{0.0001, 10.0, 5.0}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.1800002336502,0.2989576101303101,2.300003644573242,"{0.0001, 10.0, 10.0}","{33.61, 66.39, 0.0, 0.0}"
B-branchy_dgnet_mutiT(200),67.01000007092954,0.5896926403045654,1.166037263950734,"{0.001, 0.0001, 0.0001}","{42.82, 14.15, 5.42, 37.61}"
B-branchy_dgnet_mutiT(200),66.92000021591782,0.5903640031814575,1.1647112445324246,"{0.001, 0.0001, 0.001}","{42.82, 14.15, 11.18, 31.85}"
B-branchy_dgnet_mutiT(200),66.86000026851893,0.5902151107788086,1.1650050639423712,"{0.001, 0.0001, 0.005}","{42.82, 14.15, 16.18, 26.85}"
B-branchy_dgnet_mutiT(200),66.82000024192035,0.5873118877410889,1.1707639624276487,"{0.001, 0.0001, 0.01}","{42.82, 14.15, 18.44, 24.59}"
B-branchy_dgnet_mutiT(200),66.95000024661422,0.5916675806045532,1.1621451223845003,"{0.001, 0.0001, 0.05}","{42.82, 14.15, 24.39, 18.64}"
B-branchy_dgnet_mutiT(200),66.94000019565225,0.5936195611953736,1.1583236770162864,"{0.001, 0.0001, 0.1}","{42.82, 14.15, 27.04, 15.99}"
B-branchy_dgnet_mutiT(200),66.96000002034009,0.5851107120513916,1.1751683548261989,"{0.001, 0.0001, 0.5}","{42.82, 14.15, 35.84, 7.19}"
B-branchy_dgnet_mutiT(200),67.07000002995133,0.6373342037200928,1.0788744568534163,"{0.001, 0.0001, 0.75}","{42.82, 14.15, 40.39, 2.64}"
B-branchy_dgnet_mutiT(200),67.22000008404255,0.5087894916534424,1.3514500675673837,"{0.001, 0.0001, 1.0}","{42.82, 14.15, 42.01, 1.02}"
B-branchy_dgnet_mutiT(200),67.23000010699035,0.44063572883605956,1.5604807959829456,"{0.001, 0.0001, 5.0}","{42.82, 14.15, 43.03, 0.0}"
B-branchy_dgnet_mutiT(200),67.23000010699035,0.44584152698516843,1.542260088516819,"{0.001, 0.0001, 10.0}","{42.82, 14.15, 43.03, 0.0}"
B-branchy_dgnet_mutiT(200),66.97000012680888,0.5872154474258422,1.170956240825826,"{0.001, 0.001, 0.0001}","{42.82, 19.79, 3.0, 34.39}"
B-branchy_dgnet_mutiT(200),67.040000218153,0.5879366636276245,1.1695198401644844,"{0.001, 0.001, 0.001}","{42.82, 19.79, 7.2, 30.19}"
B-branchy_dgnet_mutiT(200),67.02000029459596,0.5973901271820068,1.151012649164735,"{0.001, 0.001, 0.005}","{42.82, 19.79, 11.45, 25.94}"
B-branchy_dgnet_mutiT(200),66.99000025965273,0.5920415163040161,1.1614111070540734,"{0.001, 0.001, 0.01}","{42.82, 19.79, 13.5, 23.89}"
B-branchy_dgnet_mutiT(200),66.87000032104552,0.587224555015564,1.1709380798192186,"{0.001, 0.001, 0.05}","{42.82, 19.79, 18.83, 18.56}"
B-branchy_dgnet_mutiT(200),66.98000031672419,0.5916466236114502,1.1621862872730377,"{0.001, 0.001, 0.1}","{42.82, 19.79, 21.6, 15.79}"
B-branchy_dgnet_mutiT(200),66.99000019848347,0.5862381935119628,1.172908214583239,"{0.001, 0.001, 0.5}","{42.82, 19.79, 30.2, 7.19}"
B-branchy_dgnet_mutiT(200),66.96000010639429,0.5528836250305176,1.2436678565668604,"{0.001, 0.001, 0.75}","{42.82, 19.79, 34.84, 2.55}"
B-branchy_dgnet_mutiT(200),67.02000012099742,0.514922046661377,1.335354734431873,"{0.001, 0.001, 1.0}","{42.82, 19.79, 36.35, 1.04}"
B-branchy_dgnet_mutiT(200),67.05000010430813,0.44251475334167484,1.553854617682558,"{0.001, 0.001, 5.0}","{42.82, 19.79, 37.39, 0.0}"
B-branchy_dgnet_mutiT(200),67.05000010430813,0.43968460559844974,1.5638564191637552,"{0.001, 0.001, 10.0}","{42.82, 19.79, 37.39, 0.0}"
B-branchy_dgnet_mutiT(200),66.99000016130508,0.584248685836792,1.1769022499174255,"{0.001, 0.005, 0.0001}","{42.82, 24.51, 1.7, 30.97}"
B-branchy_dgnet_mutiT(200),66.82000018253923,0.5847198963165283,1.1759538151586977,"{0.001, 0.005, 0.001}","{42.82, 24.51, 4.84, 27.83}"
B-branchy_dgnet_mutiT(200),66.83000023543835,0.5887677669525146,1.167868948450903,"{0.001, 0.005, 0.005}","{42.82, 24.51, 8.52, 24.15}"
B-branchy_dgnet_mutiT(200),66.81000023216009,0.5848337650299072,1.1757248537752552,"{0.001, 0.005, 0.01}","{42.82, 24.51, 10.28, 22.39}"
B-branchy_dgnet_mutiT(200),66.900000269413,0.6622493982315063,1.038284964408907,"{0.001, 0.005, 0.05}","{42.82, 24.51, 14.9, 17.77}"
B-branchy_dgnet_mutiT(200),66.87000024430453,0.5841467380523682,1.177107647926259,"{0.001, 0.005, 0.1}","{42.82, 24.51, 17.57, 15.1}"
B-branchy_dgnet_mutiT(200),66.91000022120774,0.5927918910980224,1.1599409560056202,"{0.001, 0.005, 0.5}","{42.82, 24.51, 25.59, 7.08}"
B-branchy_dgnet_mutiT(200),67.06000015974045,0.5601850509643556,1.2274579474923755,"{0.001, 0.005, 0.75}","{42.82, 24.51, 30.24, 2.43}"
B-branchy_dgnet_mutiT(200),67.13000014863908,0.5027015209197998,1.367816814268837,"{0.001, 0.005, 1.0}","{42.82, 24.51, 31.77, 0.9}"
B-branchy_dgnet_mutiT(200),67.18000016659498,0.4371188163757324,1.5730359049141893,"{0.001, 0.005, 5.0}","{42.82, 24.51, 32.67, 0.0}"
B-branchy_dgnet_mutiT(200),67.18000016659498,0.44195518493652347,1.5558219844651846,"{0.001, 0.005, 10.0}","{42.82, 24.51, 32.67, 0.0}"
B-branchy_dgnet_mutiT(200),66.71000020109116,0.5913308382034302,1.1628069237208791,"{0.001, 0.01, 0.0001}","{42.82, 26.96, 1.29, 28.93}"
B-branchy_dgnet_mutiT(200),66.70000021956861,0.5831013441085815,1.1792179864098862,"{0.001, 0.01, 0.001}","{42.82, 26.96, 3.97, 26.25}"
B-branchy_dgnet_mutiT(200),66.67000024423004,0.5826858758926391,1.1800587955204045,"{0.001, 0.01, 0.005}","{42.82, 26.96, 6.95, 23.27}"
B-branchy_dgnet_mutiT(200),66.68000026352703,0.5832200527191163,1.1789779683789017,"{0.001, 0.01, 0.01}","{42.82, 26.96, 8.73, 21.49}"
B-branchy_dgnet_mutiT(200),66.89000027246773,0.5867004632949829,1.171984063232117,"{0.001, 0.01, 0.05}","{42.82, 26.96, 12.99, 17.23}"
B-branchy_dgnet_mutiT(200),66.91000026747585,0.589811134338379,1.1658030051330575,"{0.001, 0.01, 0.1}","{42.82, 26.96, 15.45, 14.77}"
B-branchy_dgnet_mutiT(200),66.84000025480987,0.5818960189819335,1.1816605895940457,"{0.001, 0.01, 0.5}","{42.82, 26.96, 23.21, 7.01}"
B-branchy_dgnet_mutiT(200),66.97000019177794,0.5664331674575805,1.2139183091253452,"{0.001, 0.01, 0.75}","{42.82, 26.96, 27.76, 2.46}"
B-branchy_dgnet_mutiT(200),67.02000019095838,0.5085675477981567,1.352039853603714,"{0.001, 0.01, 1.0}","{42.82, 26.96, 29.32, 0.9}"
B-branchy_dgnet_mutiT(200),67.1000001859665,0.4476595878601074,1.5359965731092398,"{0.001, 0.01, 5.0}","{42.82, 26.96, 30.22, 0.0}"
B-branchy_dgnet_mutiT(200),67.1000001859665,0.44218294620513915,1.5550206057780076,"{0.001, 0.01, 10.0}","{42.82, 26.96, 30.22, 0.0}"
B-branchy_dgnet_mutiT(200),66.93000008568167,0.5844977855682373,1.176400680806934,"{0.001, 0.05, 0.0001}","{42.82, 33.54, 0.67, 22.97}"
